ID,0
0,-6.251811973
1,-6.251811973
2,-6.251811973
3,-6.251811973
4,-6.251811973
5,-6.251811973
6,-6.251811973
7,-6.251811973
8,-6.251811973
9,-6.251811973
10,-6.251811973
11,-6.251811973
12,-4.958607315
13,-4.958607315
14,-4.958607315
15,-4.958607315
16,-4.958607315
17,-4.958607315
18,-4.958607315
19,-4.958607315
20,-4.958607315
21,-4.958607315
22,-4.958607315
23,-4.958607315
24,-4.886056648
25,-4.886056648
26,-4.886056648
27,-4.886056648
28,-4.886056648
29,-4.886056648
30,-4.886056648
31,-4.886056648
32,-4.886056648
33,-4.886056648
34,-4.886056648
35,-4.886056648
36,-5
37,-5
38,-5
39,-5
40,-5
41,-5
42,-5
43,-5
44,-5
45,-5
46,-5
47,-5
48,-4.886056648
49,-4.886056648
50,-4.886056648
51,-4.886056648
52,-4.886056648
53,-4.886056648
54,-4.886056648
55,-4.886056648
56,-4.886056648
57,-4.886056648
58,-4.886056648
59,-4.886056648
60,-4.522878745
61,-4.522878745
62,-4.522878745
63,-4.522878745
64,-4.522878745
65,-4.522878745
66,-4.522878745
67,-4.522878745
68,-4.522878745
69,-4.522878745
70,-4.522878745
71,-4.420216403
72,-4.420216403
73,-4.420216403
74,-4.420216403
75,-4.420216403
76,-4.420216403
77,-4.420216403
78,-4.420216403
79,-4.420216403
80,-4.420216403
81,-4.522878745
82,-4.522878745
83,-4.522878745
84,-4.522878745
85,-4.522878745
86,-4.522878745
87,-4.522878745
88,-4.522878745
89,-4.522878745
90,-4.522878745
91,-4.508638306
92,-4.508638306
93,-4.508638306
94,-4.508638306
95,-4.508638306
96,-4.508638306
97,-4.508638306
98,-4.508638306
99,-4.508638306
100,-4.508638306
101,-4.508638306
102,-4.920818754
103,-4.920818754
104,-4.920818754
105,-4.920818754
106,-4.920818754
107,-4.920818754
108,-4.920818754
109,-4.920818754
110,-4.920818754
111,-4.920818754
112,-4.920818754
113,-4.920818754
114,-4.568636236
115,-4.568636236
116,-4.568636236
117,-4.568636236
118,-4.568636236
119,-4.568636236
120,-4.568636236
121,-4.568636236
122,-4.568636236
123,-4.568636236
124,-4.508638306
125,-4.508638306
126,-4.508638306
127,-4.508638306
128,-4.508638306
129,-4.508638306
130,-4.508638306
131,-4.508638306
132,-4.508638306
133,-4.795880017
134,-4.795880017
135,-4.795880017
136,-4.795880017
137,-4.795880017
138,-4.795880017
139,-4.795880017
140,-4.795880017
141,-4.795880017
142,-4.795880017
143,-4.795880017
144,-4.795880017
145,-4.795880017
146,-4.795880017
147,-4.795880017
148,-4.795880017
149,-4.795880017
150,-4.795880017
151,-5.236571991
152,-5.236571991
153,-5.236571991
154,-5.236571991
155,-5.236571991
156,-5.236571991
157,-5.236571991
158,-5.236571991
159,-5.236571991
160,-5.236571991
161,-5.236571991
162,-5.236571991
163,-5.236571991
164,-4.958607315
165,-4.958607315
166,-4.958607315
167,-4.958607315
168,-4.958607315
169,-4.958607315
170,-4.958607315
171,-4.958607315
172,-4.958607315
173,-4.958607315
174,-4.958607315
175,-4.958607315
176,-4.958607315
177,-4.698970004
178,-4.698970004
179,-4.698970004
180,-4.698970004
181,-4.698970004
182,-4.698970004
183,-4.698970004
184,-4.698970004
185,-4.698970004
186,-4.698970004
187,-4.698970004
188,-4.301029996
189,-4.301029996
190,-4.301029996
191,-4.301029996
192,-4.301029996
193,-4.301029996
194,-4.301029996
195,-4.301029996
196,-4.301029996
197,-4.301029996
198,-4.301029996
199,-4.48148606
200,-4.48148606
201,-4.48148606
202,-4.48148606
203,-4.48148606
204,-4.48148606
205,-4.48148606
206,-4.48148606
207,-4.48148606
208,-4.48148606
209,-4.48148606
210,-4.744727495
211,-4.744727495
212,-4.744727495
213,-4.744727495
214,-4.744727495
215,-4.744727495
216,-4.744727495
217,-4.744727495
218,-4.744727495
219,-4.744727495
220,-4.744727495
221,-4.455931956
222,-4.455931956
223,-4.455931956
224,-4.455931956
225,-4.455931956
226,-4.455931956
227,-4.455931956
228,-4.455931956
229,-4.455931956
230,-4.455931956
231,-4.468521083
232,-4.468521083
233,-4.468521083
234,-4.468521083
235,-4.468521083
236,-4.468521083
237,-4.468521083
238,-4.468521083
239,-4.468521083
240,-4.468521083
241,-4.638272164
242,-4.638272164
243,-4.638272164
244,-4.638272164
245,-4.638272164
246,-4.638272164
247,-4.638272164
248,-4.638272164
249,-4.638272164
250,-4.522878745
251,-4.522878745
252,-4.522878745
253,-4.522878745
254,-4.522878745
255,-4.522878745
256,-4.522878745
257,-4.522878745
258,-4.522878745
259,-4.522878745
260,-4.522878745
261,-4.522878745
262,-4.823908741
263,-4.823908741
264,-4.823908741
265,-4.823908741
266,-4.823908741
267,-4.823908741
268,-4.823908741
269,-4.823908741
270,-4.823908741
271,-4.823908741
272,-4.823908741
273,-4.823908741
274,-4.677780705
275,-4.677780705
276,-4.677780705
277,-4.677780705
278,-4.677780705
279,-4.677780705
280,-4.677780705
281,-4.677780705
282,-4.677780705
283,-4.677780705
284,-4.677780705
285,-4.677780705
286,-4.522878745
287,-4.522878745
288,-4.522878745
289,-4.522878745
290,-4.522878745
291,-4.522878745
292,-4.522878745
293,-4.522878745
294,-4.522878745
295,-4.522878745
296,-4.522878745
297,-4.522878745
298,-4.585026652
299,-4.585026652
300,-4.585026652
301,-4.585026652
302,-4.585026652
303,-4.585026652
304,-4.585026652
305,-4.585026652
306,-4.585026652
307,-4.585026652
308,-4.585026652
309,-4.585026652
310,-4.698970004
311,-4.698970004
312,-4.698970004
313,-4.698970004
314,-4.698970004
315,-4.698970004
316,-4.698970004
317,-4.698970004
318,-4.698970004
319,-4.698970004
320,-4.698970004
321,-4.698970004
322,-4.677780705
323,-4.677780705
324,-4.677780705
325,-4.677780705
326,-4.677780705
327,-4.677780705
328,-4.677780705
329,-4.677780705
330,-4.677780705
331,-4.677780705
332,-4.677780705
333,-4.677780705
334,-4.37675071
335,-4.37675071
336,-4.37675071
337,-4.37675071
338,-4.37675071
339,-4.37675071
340,-4.37675071
341,-4.37675071
342,-4.37675071
343,-4.721246399
344,-4.721246399
345,-4.721246399
346,-4.721246399
347,-4.721246399
348,-4.721246399
349,-4.721246399
350,-4.721246399
351,-4.721246399
352,-4.721246399
353,-4.721246399
354,-4.721246399
355,-4.48148606
356,-4.48148606
357,-4.48148606
358,-4.48148606
359,-4.48148606
360,-4.48148606
361,-4.48148606
362,-4.48148606
363,-4.48148606
364,-4.48148606
365,-4.48148606
366,-4.48148606
367,-4.769551079
368,-4.769551079
369,-4.769551079
370,-4.769551079
371,-4.769551079
372,-4.769551079
373,-4.769551079
374,-4.769551079
375,-4.769551079
376,-4.769551079
377,-4.769551079
378,-4.769551079
379,-4.619788758
380,-4.619788758
381,-4.619788758
382,-4.619788758
383,-4.619788758
384,-4.619788758
385,-4.619788758
386,-4.619788758
387,-4.619788758
388,-4.619788758
389,-4.619788758
390,-4.619788758
391,-4.853871964
392,-4.853871964
393,-4.853871964
394,-4.853871964
395,-4.853871964
396,-4.853871964
397,-4.853871964
398,-4.853871964
399,-4.853871964
400,-4.853871964
401,-4.853871964
402,-4.721246399
403,-4.721246399
404,-4.721246399
405,-4.721246399
406,-4.721246399
407,-4.721246399
408,-4.721246399
409,-4.721246399
410,-4.721246399
411,-4.721246399
412,-4.721246399
413,-4.638272164
414,-4.638272164
415,-4.638272164
416,-4.638272164
417,-4.638272164
418,-4.638272164
419,-4.638272164
420,-4.638272164
421,-4.638272164
422,-4.638272164
423,-4.638272164
424,-4.585026652
425,-4.585026652
426,-4.585026652
427,-4.585026652
428,-4.585026652
429,-4.585026652
430,-4.585026652
431,-4.585026652
432,-4.585026652
433,-4.585026652
434,-4.585026652
435,-4.677780705
436,-4.677780705
437,-4.677780705
438,-4.677780705
439,-4.677780705
440,-4.677780705
441,-4.677780705
442,-4.677780705
443,-4.677780705
444,-4.677780705
445,-4.677780705
446,-4.397940009
447,-4.397940009
448,-4.397940009
449,-4.397940009
450,-4.397940009
451,-4.397940009
452,-4.397940009
453,-4.397940009
454,-4.397940009
455,-4.397940009
456,-4.397940009
457,-5.267606232
458,-5.267606232
459,-5.267606232
460,-5.267606232
461,-5.267606232
462,-5.267606232
463,-5.267606232
464,-5.267606232
465,-5.267606232
466,-5.267606232
467,-4.568636236
468,-4.568636236
469,-4.568636236
470,-4.568636236
471,-4.568636236
472,-4.568636236
473,-4.568636236
474,-4.568636236
475,-4.568636236
476,-4.568636236
477,-5.267606232
478,-5.267606232
479,-5.267606232
480,-5.267606232
481,-5.267606232
482,-5.267606232
483,-5.267606232
484,-5.267606232
485,-5.267606232
486,-5.267606232
487,-4.537602002
488,-4.537602002
489,-4.537602002
490,-4.537602002
491,-4.537602002
492,-4.537602002
493,-4.537602002
494,-4.537602002
495,-4.537602002
496,-4.537602002
497,-5.48148606
498,-5.48148606
499,-5.48148606
500,-5.48148606
501,-5.48148606
502,-5.48148606
503,-5.48148606
504,-5.48148606
505,-5.48148606
506,-5.48148606
507,-4.795880017
508,-4.795880017
509,-4.795880017
510,-4.795880017
511,-4.795880017
512,-4.795880017
513,-4.795880017
514,-4.795880017
515,-4.795880017
516,-4.795880017
517,-4.677780705
518,-4.677780705
519,-4.677780705
520,-4.677780705
521,-4.677780705
522,-4.677780705
523,-4.677780705
524,-4.677780705
525,-4.677780705
